group,matrix_count,diversity_label,categorical_diversity_score,mixed_attribute_count_dominant_share_lt_0_90,distinct_kinds,dimension_log10_span,nnz_log10_span,nentries_log10_span,matrices_with_explicit_zeros,explicit_zero_count_total,nrows_min,nrows_median,nrows_max,ncols_min,ncols_median,ncols_max,nnz_min,nnz_median,nnz_max,nentries_min,nentries_median,nentries_max,pattern_symmetry_min,pattern_symmetry_median,pattern_symmetry_max,numerical_symmetry_min,numerical_symmetry_median,numerical_symmetry_max,shape_counts,dominant_shape,dominant_shape_share,structure_counts,dominant_structure,dominant_structure_share,entry_type_counts,dominant_entry_type,dominant_entry_type_share,exact_symmetry_counts,dominant_exact_symmetry,dominant_exact_symmetry_share,positive_definite_counts,dominant_positive_definite,dominant_positive_definite_share,kind_counts,dominant_kind,dominant_kind_share,structural_full_rank_counts,dominant_structural_full_rank,dominant_structural_full_rank_share,is_2d3d_counts,dominant_is_2d3d,dominant_is_2d3d_share,cholesky_candidate_counts,dominant_cholesky_candidate,dominant_cholesky_candidate_share,size_band_counts,dominant_size_band,dominant_size_band_share,smallest_nrows_matrices,largest_nrows_matrices,smallest_ncols_matrices,largest_ncols_matrices,smallest_nnz_matrices,largest_nnz_matrices,smallest_nentries_matrices,largest_nentries_matrices
Sandia,192,type_homogeneous_size_diverse,0.019965,0,3,3.200864,3.232792,3.399263,5,3096985,430,1220,682862,430,1220,682862,1544,5892,2638997,1544,5892,3871773,0.6142197994049846,0.8183347350714887,1.0,0.0007546383156139254,0.32569386038687975,0.7175697865353038,square:192,square,1.0,unsymmetric:192,unsymmetric,1.0,real:192,real,1.0,partially_pattern_symmetric:182; pattern_symmetric_only:10,partially_pattern_symmetric,0.947917,no:192,no,1.0,circuit simulation problem:7; circuit simulation problem sequence:6; subsequent circuit simulation problem:179,subsequent circuit simulation problem,0.932292,true:192,true,1.0,no:192,no,1.0,no:192,no,1.0,100k_to_1m:4; 10k_to_100k:5; 1k_to_10k:125; lt_1k:58,1k_to_10k,0.651042,Sandia/oscil_dcop_01=430; Sandia/oscil_dcop_02=430; Sandia/oscil_dcop_03=430; Sandia/oscil_dcop_04=430; Sandia/oscil_dcop_05=430; Sandia/oscil_dcop_06=430; Sandia/oscil_dcop_07=430; Sandia/oscil_dcop_08=430; Sandia/oscil_dcop_09=430; Sandia/oscil_dcop_10=430; Sandia/oscil_dcop_11=430; Sandia/oscil_dcop_12=430; Sandia/oscil_dcop_13=430; Sandia/oscil_dcop_14=430; Sandia/oscil_dcop_15=430; Sandia/oscil_dcop_16=430; Sandia/oscil_dcop_17=430; Sandia/oscil_dcop_18=430; Sandia/oscil_dcop_19=430; Sandia/oscil_dcop_20=430; Sandia/oscil_dcop_21=430; Sandia/oscil_dcop_22=430; Sandia/oscil_dcop_23=430; Sandia/oscil_dcop_24=430; Sandia/oscil_dcop_25=430; Sandia/oscil_dcop_26=430; Sandia/oscil_dcop_27=430; Sandia/oscil_dcop_28=430; Sandia/oscil_dcop_29=430; Sandia/oscil_dcop_30=430; Sandia/oscil_dcop_31=430; Sandia/oscil_dcop_32=430; Sandia/oscil_dcop_33=430; Sandia/oscil_dcop_34=430; Sandia/oscil_dcop_35=430; Sandia/oscil_dcop_36=430; Sandia/oscil_dcop_37=430; Sandia/oscil_dcop_38=430; Sandia/oscil_dcop_39=430; Sandia/oscil_dcop_40=430; Sandia/oscil_dcop_41=430; Sandia/oscil_dcop_42=430; Sandia/oscil_dcop_43=430; Sandia/oscil_dcop_44=430; Sandia/oscil_dcop_45=430; Sandia/oscil_dcop_46=430; Sandia/oscil_dcop_47=430; Sandia/oscil_dcop_48=430; Sandia/oscil_dcop_49=430; Sandia/oscil_dcop_50=430; Sandia/oscil_dcop_51=430; Sandia/oscil_dcop_52=430; Sandia/oscil_dcop_53=430; Sandia/oscil_dcop_54=430; Sandia/oscil_dcop_55=430; Sandia/oscil_dcop_56=430; Sandia/oscil_dcop_57=430; Sandia/oscil_trans_01=430,Sandia/ASIC_680k=682862,Sandia/oscil_dcop_01=430; Sandia/oscil_dcop_02=430; Sandia/oscil_dcop_03=430; Sandia/oscil_dcop_04=430; Sandia/oscil_dcop_05=430; Sandia/oscil_dcop_06=430; Sandia/oscil_dcop_07=430; Sandia/oscil_dcop_08=430; Sandia/oscil_dcop_09=430; Sandia/oscil_dcop_10=430; Sandia/oscil_dcop_11=430; Sandia/oscil_dcop_12=430; Sandia/oscil_dcop_13=430; Sandia/oscil_dcop_14=430; Sandia/oscil_dcop_15=430; Sandia/oscil_dcop_16=430; Sandia/oscil_dcop_17=430; Sandia/oscil_dcop_18=430; Sandia/oscil_dcop_19=430; Sandia/oscil_dcop_20=430; Sandia/oscil_dcop_21=430; Sandia/oscil_dcop_22=430; Sandia/oscil_dcop_23=430; Sandia/oscil_dcop_24=430; Sandia/oscil_dcop_25=430; Sandia/oscil_dcop_26=430; Sandia/oscil_dcop_27=430; Sandia/oscil_dcop_28=430; Sandia/oscil_dcop_29=430; Sandia/oscil_dcop_30=430; Sandia/oscil_dcop_31=430; Sandia/oscil_dcop_32=430; Sandia/oscil_dcop_33=430; Sandia/oscil_dcop_34=430; Sandia/oscil_dcop_35=430; Sandia/oscil_dcop_36=430; Sandia/oscil_dcop_37=430; Sandia/oscil_dcop_38=430; Sandia/oscil_dcop_39=430; Sandia/oscil_dcop_40=430; Sandia/oscil_dcop_41=430; Sandia/oscil_dcop_42=430; Sandia/oscil_dcop_43=430; Sandia/oscil_dcop_44=430; Sandia/oscil_dcop_45=430; Sandia/oscil_dcop_46=430; Sandia/oscil_dcop_47=430; Sandia/oscil_dcop_48=430; Sandia/oscil_dcop_49=430; Sandia/oscil_dcop_50=430; Sandia/oscil_dcop_51=430; Sandia/oscil_dcop_52=430; Sandia/oscil_dcop_53=430; Sandia/oscil_dcop_54=430; Sandia/oscil_dcop_55=430; Sandia/oscil_dcop_56=430; Sandia/oscil_dcop_57=430; Sandia/oscil_trans_01=430,Sandia/ASIC_680k=682862,Sandia/oscil_dcop_01=1544; Sandia/oscil_dcop_02=1544; Sandia/oscil_dcop_03=1544; Sandia/oscil_dcop_04=1544; Sandia/oscil_dcop_05=1544; Sandia/oscil_dcop_06=1544; Sandia/oscil_dcop_07=1544; Sandia/oscil_dcop_08=1544; Sandia/oscil_dcop_09=1544; Sandia/oscil_dcop_10=1544; Sandia/oscil_dcop_11=1544; Sandia/oscil_dcop_12=1544; Sandia/oscil_dcop_13=1544; Sandia/oscil_dcop_14=1544; Sandia/oscil_dcop_15=1544; Sandia/oscil_dcop_16=1544; Sandia/oscil_dcop_17=1544; Sandia/oscil_dcop_18=1544; Sandia/oscil_dcop_19=1544; Sandia/oscil_dcop_20=1544; Sandia/oscil_dcop_21=1544; Sandia/oscil_dcop_22=1544; Sandia/oscil_dcop_23=1544; Sandia/oscil_dcop_24=1544; Sandia/oscil_dcop_25=1544; Sandia/oscil_dcop_26=1544; Sandia/oscil_dcop_27=1544; Sandia/oscil_dcop_28=1544; Sandia/oscil_dcop_29=1544; Sandia/oscil_dcop_30=1544; Sandia/oscil_dcop_31=1544; Sandia/oscil_dcop_32=1544; Sandia/oscil_dcop_33=1544; Sandia/oscil_dcop_34=1544; Sandia/oscil_dcop_35=1544; Sandia/oscil_dcop_36=1544; Sandia/oscil_dcop_37=1544; Sandia/oscil_dcop_38=1544; Sandia/oscil_dcop_39=1544; Sandia/oscil_dcop_40=1544; Sandia/oscil_dcop_41=1544; Sandia/oscil_dcop_42=1544; Sandia/oscil_dcop_43=1544; Sandia/oscil_dcop_44=1544; Sandia/oscil_dcop_45=1544; Sandia/oscil_dcop_46=1544; Sandia/oscil_dcop_47=1544; Sandia/oscil_dcop_48=1544; Sandia/oscil_dcop_49=1544; Sandia/oscil_dcop_50=1544; Sandia/oscil_dcop_51=1544; Sandia/oscil_dcop_52=1544; Sandia/oscil_dcop_53=1544; Sandia/oscil_dcop_54=1544; Sandia/oscil_dcop_55=1544; Sandia/oscil_dcop_56=1544; Sandia/oscil_dcop_57=1544,Sandia/ASIC_680k=2638997,Sandia/oscil_dcop_01=1544; Sandia/oscil_dcop_02=1544; Sandia/oscil_dcop_03=1544; Sandia/oscil_dcop_04=1544; Sandia/oscil_dcop_05=1544; Sandia/oscil_dcop_06=1544; Sandia/oscil_dcop_07=1544; Sandia/oscil_dcop_08=1544; Sandia/oscil_dcop_09=1544; Sandia/oscil_dcop_10=1544; Sandia/oscil_dcop_11=1544; Sandia/oscil_dcop_12=1544; Sandia/oscil_dcop_13=1544; Sandia/oscil_dcop_14=1544; Sandia/oscil_dcop_15=1544; Sandia/oscil_dcop_16=1544; Sandia/oscil_dcop_17=1544; Sandia/oscil_dcop_18=1544; Sandia/oscil_dcop_19=1544; Sandia/oscil_dcop_20=1544; Sandia/oscil_dcop_21=1544; Sandia/oscil_dcop_22=1544; Sandia/oscil_dcop_23=1544; Sandia/oscil_dcop_24=1544; Sandia/oscil_dcop_25=1544; Sandia/oscil_dcop_26=1544; Sandia/oscil_dcop_27=1544; Sandia/oscil_dcop_28=1544; Sandia/oscil_dcop_29=1544; Sandia/oscil_dcop_30=1544; Sandia/oscil_dcop_31=1544; Sandia/oscil_dcop_32=1544; Sandia/oscil_dcop_33=1544; Sandia/oscil_dcop_34=1544; Sandia/oscil_dcop_35=1544; Sandia/oscil_dcop_36=1544; Sandia/oscil_dcop_37=1544; Sandia/oscil_dcop_38=1544; Sandia/oscil_dcop_39=1544; Sandia/oscil_dcop_40=1544; Sandia/oscil_dcop_41=1544; Sandia/oscil_dcop_42=1544; Sandia/oscil_dcop_43=1544; Sandia/oscil_dcop_44=1544; Sandia/oscil_dcop_45=1544; Sandia/oscil_dcop_46=1544; Sandia/oscil_dcop_47=1544; Sandia/oscil_dcop_48=1544; Sandia/oscil_dcop_49=1544; Sandia/oscil_dcop_50=1544; Sandia/oscil_dcop_51=1544; Sandia/oscil_dcop_52=1544; Sandia/oscil_dcop_53=1544; Sandia/oscil_dcop_54=1544; Sandia/oscil_dcop_55=1544; Sandia/oscil_dcop_56=1544; Sandia/oscil_dcop_57=1544,Sandia/ASIC_680k=3871773
Sanghavi,1,small_group_lt5,0.0,0,1,0.0,0.0,0.0,0,0,51993,51993,51993,51993,51993,51993,380415,380415,380415,380415,380415,380415,0.9219175329301935,0.9219175329301935,0.9219175329301935,0.6030290297239527,0.6030290297239527,0.6030290297239527,square:1,square,1.0,unsymmetric:1,unsymmetric,1.0,real:1,real,1.0,partially_pattern_symmetric:1,partially_pattern_symmetric,1.0,no:1,no,1.0,semiconductor device problem:1,semiconductor device problem,1.0,true:1,true,1.0,yes:1,yes,1.0,no:1,no,1.0,10k_to_100k:1,10k_to_100k,1.0,Sanghavi/ecl32=51993,Sanghavi/ecl32=51993,Sanghavi/ecl32=51993,Sanghavi/ecl32=51993,Sanghavi/ecl32=380415,Sanghavi/ecl32=380415,Sanghavi/ecl32=380415,Sanghavi/ecl32=380415
Schenk,5,homogeneous,0.0,0,1,1.420771,1.431048,1.431053,5,28160000,1062400,8345600,27993600,1062400,8345600,27993600,28192672,225422112,760648352,28704672,229518112,774472352,1.0,1,1.0,1.0,1,1.0,square:5,square,1.0,symmetric:5,symmetric,1.0,real:5,real,1.0,exact_numerical_or_hermitian:5,exact_numerical_or_hermitian,1.0,no:5,no,1.0,optimization problem:5,optimization problem,1.0,true:5,true,1.0,no:5,no,1.0,no:5,no,1.0,ge_1m:5,ge_1m,1.0,Schenk/nlpkkt80=1062400,Schenk/nlpkkt240=27993600,Schenk/nlpkkt80=1062400,Schenk/nlpkkt240=27993600,Schenk/nlpkkt80=28192672,Schenk/nlpkkt240=760648352,Schenk/nlpkkt80=28704672,Schenk/nlpkkt240=774472352
Schenk_AFE,16,mixed_some_attributes,0.145833,2,3,0.476313,0.473875,0.477289,10,558646,503625,504855,1508065,503625,504855,1508065,17550675,17562051,52259885,17550675,17588875,52672325,1.0,1,1.0,1.0,1,1.0,square:16,square,1.0,symmetric:16,symmetric,1.0,real:16,real,1.0,exact_numerical_or_hermitian:16,exact_numerical_or_hermitian,1.0,no:6; yes:10,yes,0.625,structural problem:7; structural problem sequence:1; subsequent structural problem:8,subsequent structural problem,0.5,true:16,true,1.0,yes:16,yes,1.0,yes:16,yes,1.0,100k_to_1m:15; ge_1m:1,100k_to_1m,0.9375,Schenk_AFE/af_0_k101=503625; Schenk_AFE/af_1_k101=503625; Schenk_AFE/af_2_k101=503625; Schenk_AFE/af_3_k101=503625; Schenk_AFE/af_4_k101=503625; Schenk_AFE/af_5_k101=503625,Schenk_AFE/af_shell10=1508065,Schenk_AFE/af_0_k101=503625; Schenk_AFE/af_1_k101=503625; Schenk_AFE/af_2_k101=503625; Schenk_AFE/af_3_k101=503625; Schenk_AFE/af_4_k101=503625; Schenk_AFE/af_5_k101=503625,Schenk_AFE/af_shell10=1508065,Schenk_AFE/af_0_k101=17550675; Schenk_AFE/af_1_k101=17550675; Schenk_AFE/af_2_k101=17550675; Schenk_AFE/af_3_k101=17550675; Schenk_AFE/af_4_k101=17550675; Schenk_AFE/af_5_k101=17550675,Schenk_AFE/af_shell10=52259885,Schenk_AFE/af_0_k101=17550675; Schenk_AFE/af_1_k101=17550675; Schenk_AFE/af_2_k101=17550675; Schenk_AFE/af_3_k101=17550675; Schenk_AFE/af_4_k101=17550675; Schenk_AFE/af_5_k101=17550675,Schenk_AFE/af_shell10=52672325
Schenk_IBMNA,52,mixed_some_attributes,0.028846,1,3,2.201863,2.189106,2.189134,25,193434,2169,10926.5,345241,2169,10926.5,345241,15145,120123,2340859,15145,127036,2341011,1.0,1,1.0,1.0,1,1.0,square:52,square,1.0,symmetric:52,symmetric,1.0,real:52,real,1.0,exact_numerical_or_hermitian:52,exact_numerical_or_hermitian,1.0,no:52,no,1.0,optimization problem:43; optimization problem sequence:5; subsequent optimization problem:4,optimization problem,0.826923,true:52,true,1.0,no:52,no,1.0,no:52,no,1.0,100k_to_1m:3; 10k_to_100k:25; 1k_to_10k:24,10k_to_100k,0.480769,Schenk_IBMNA/c-18=2169,Schenk_IBMNA/c-big=345241,Schenk_IBMNA/c-18=2169,Schenk_IBMNA/c-big=345241,Schenk_IBMNA/c-18=15145,Schenk_IBMNA/c-big=2340859,Schenk_IBMNA/c-18=15145,Schenk_IBMNA/c-big=2341011
Schenk_IBMSDS,7,homogeneous,0.0,0,1,0.656702,0.765896,0.781628,7,4800533,27628,51448,125329,27628,51448,125329,206670,537038,1205518,442898,1056610,2678750,0.9871118002084263,0.9920908271502504,0.9995761793531919,0.1744833443427385,0.189734095484946,0.3613007012666531,square:7,square,1.0,unsymmetric:7,unsymmetric,1.0,real:7,real,1.0,partially_pattern_symmetric:7,partially_pattern_symmetric,1.0,no:7,no,1.0,semiconductor device problem:7,semiconductor device problem,1.0,true:7,true,1.0,yes:7,yes,1.0,no:7,no,1.0,100k_to_1m:2; 10k_to_100k:5,10k_to_100k,0.714286,Schenk_IBMSDS/2D_27628_bjtcai=27628,Schenk_IBMSDS/matrix-new_3=125329,Schenk_IBMSDS/2D_27628_bjtcai=27628,Schenk_IBMSDS/matrix-new_3=125329,Schenk_IBMSDS/2D_27628_bjtcai=206670,Schenk_IBMSDS/matrix_9=1205518,Schenk_IBMSDS/2D_27628_bjtcai=442898,Schenk_IBMSDS/matrix-new_3=2678750
Schenk_ISEI,18,mixed_some_attributes,0.064815,1,3,1.219563,1.721342,1.674667,18,40428312,10938,115625,181343,10938,115625,181343,130500,2129496,6869939,234006,3897557,11063545,1.0,1,1.0,0.09493801090692276,0.1980614094238716,0.3692588097985042,square:18,square,1.0,unsymmetric:18,unsymmetric,1.0,real:18,real,1.0,pattern_symmetric_only:18,pattern_symmetric_only,1.0,no:18,no,1.0,semiconductor device problem:4; semiconductor device problem sequence:3; subsequent semiconductor device problem:11,subsequent semiconductor device problem,0.611111,true:18,true,1.0,yes:18,yes,1.0,no:18,no,1.0,100k_to_1m:16; 10k_to_100k:2,100k_to_1m,0.888889,Schenk_ISEI/igbt3=10938,Schenk_ISEI/ohne2=181343,Schenk_ISEI/igbt3=10938,Schenk_ISEI/ohne2=181343,Schenk_ISEI/igbt3=130500,Schenk_ISEI/ohne2=6869939,Schenk_ISEI/igbt3=234006,Schenk_ISEI/ohne2=11063545
Schmid,2,small_group_lt5,0.0,0,1,1.17195,1.174245,1.174245,0,0,82654,655349.5,1228045,82654,655349.5,1228045,574458,4577385.5,8580313,574458,4577385.5,8580313,1.0,1,1.0,1.0,1,1.0,square:2,square,1.0,symmetric:2,symmetric,1.0,real:2,real,1.0,exact_numerical_or_hermitian:2,exact_numerical_or_hermitian,1.0,yes:2,yes,1.0,thermal problem:2,thermal problem,1.0,true:2,true,1.0,yes:2,yes,1.0,yes:2,yes,1.0,10k_to_100k:1; ge_1m:1,10k_to_100k,0.5,Schmid/thermal1=82654,Schmid/thermal2=1228045,Schmid/thermal1=82654,Schmid/thermal2=1228045,Schmid/thermal1=574458,Schmid/thermal2=8580313,Schmid/thermal1=574458,Schmid/thermal2=8580313
Schulthess,3,small_group_lt5,0.0,0,1,0.918874,1.004644,1.004644,0,0,1922,3625,10204,1996,3923,16559,4335,8054,43816,4335,8054,43816,0.0,0,0.0,0.0,0,0.0,rectangular:3,rectangular,1.0,rectangular:3,rectangular,1.0,integer:3,integer,1.0,rectangular:3,rectangular,1.0,no:3,no,1.0,biochemical network:3,biochemical network,1.0,false:3,false,1.0,no:3,no,1.0,no:3,no,1.0,10k_to_100k:1; 1k_to_10k:2,1k_to_10k,0.666667,Schulthess/N_biocarta=1922,Schulthess/N_reactome=10204,Schulthess/N_biocarta=1996,Schulthess/N_reactome=16559,Schulthess/N_biocarta=4335,Schulthess/N_reactome=43816,Schulthess/N_biocarta=4335,Schulthess/N_reactome=43816
Shen,4,small_group_lt5,0.0,0,1,0.731859,1.341421,1.341421,0,0,3432,11708.5,18510,3432,11708.5,18510,25220,99239,553562,25220,99239,553562,0.1493062958488302,0.1578869688501962,0.3079877899832364,0.001965387548691824,0.019113259823802173,0.02665845434660729,square:4,square,1.0,unsymmetric:4,unsymmetric,1.0,real:4,real,1.0,partially_pattern_symmetric:4,partially_pattern_symmetric,1.0,no:4,no,1.0,2D/3D problem:4,2D/3D problem,1.0,true:4,true,1.0,yes:4,yes,1.0,no:4,no,1.0,10k_to_100k:2; 1k_to_10k:2,10k_to_100k,0.5,Shen/shermanACa=3432,Shen/shermanACb=18510,Shen/shermanACa=3432,Shen/shermanACb=18510,Shen/shermanACa=25220,Shen/e40r0100=553562,Shen/shermanACa=25220,Shen/e40r0100=553562
Shyy,2,small_group_lt5,0.0,0,1,1.209606,1.21626,1.21626,0,0,4720,40600,76480,4720,40600,76480,20042,174902,329762,20042,174902,329762,0.7234369459874719,0.7248864078192176,0.7263358696509635,0.1824427535660244,0.1834090614538549,0.1843753693416854,square:2,square,1.0,unsymmetric:2,unsymmetric,1.0,real:2,real,1.0,partially_pattern_symmetric:2,partially_pattern_symmetric,1.0,no:2,no,1.0,computational fluid dynamics problem:2,computational fluid dynamics problem,1.0,true:2,true,1.0,yes:2,yes,1.0,no:2,no,1.0,10k_to_100k:1; 1k_to_10k:1,10k_to_100k,0.5,Shyy/shyy41=4720,Shyy/shyy161=76480,Shyy/shyy41=4720,Shyy/shyy161=76480,Shyy/shyy41=20042,Shyy/shyy161=329762,Shyy/shyy41=20042,Shyy/shyy161=329762
Simon,12,categorically_heterogeneous,0.236111,4,5,1.284539,1.152719,1.128509,7,22412,3242,17962.5,62424,3242,17962.5,62424,130371,1402778.5,1853104,137845,1408689.5,1853104,0.0,1,1.0,0.0,0.0729162397267196,1.0,square:12,square,1.0,symmetric:2; unsymmetric:10,unsymmetric,0.833333,real:12,real,1.0,exact_numerical_or_hermitian:2; partially_pattern_symmetric:1; pattern_symmetric_only:7; pattern_unsymmetric:2,pattern_symmetric_only,0.583333,no:10; yes:2,no,0.833333,computational fluid dynamics problem:2; computational fluid dynamics problem sequence:2; directed weighted random graph:1; structural problem:4; subsequent computational fluid dynamics problem:3,structural problem,0.333333,missing:1; true:11,true,0.916667,no:1; yes:11,yes,0.916667,no:10; yes:2,no,0.833333,10k_to_100k:8; 1k_to_10k:4,10k_to_100k,0.666667,Simon/raefsky1=3242; Simon/raefsky2=3242,Simon/venkat01=62424; Simon/venkat25=62424; Simon/venkat50=62424,Simon/raefsky1=3242; Simon/raefsky2=3242,Simon/venkat01=62424; Simon/venkat25=62424; Simon/venkat50=62424,Simon/raefsky6=130371,Simon/appu=1853104,Simon/raefsky6=137845,Simon/appu=1853104
Sinclair,2,small_group_lt5,0.0,0,1,0.367716,0.369536,0.370966,2,4747234,292008,486475.5,680943,292008,486475.5,680943,12935272,21613049.5,30290827,14322744,23986666.5,33650589,1.0,1,1.0,1.0,1,1.0,square:2,square,1.0,Hermitian:2,Hermitian,1.0,complex:2,complex,1.0,exact_numerical_or_hermitian:2,exact_numerical_or_hermitian,1.0,no:2,no,1.0,materials problem:2,materials problem,1.0,true:2,true,1.0,yes:2,yes,1.0,yes:2,yes,1.0,100k_to_1m:2,100k_to_1m,1.0,Sinclair/3Dspectralwave2=292008,Sinclair/3Dspectralwave=680943,Sinclair/3Dspectralwave2=292008,Sinclair/3Dspectralwave=680943,Sinclair/3Dspectralwave2=12935272,Sinclair/3Dspectralwave=30290827,Sinclair/3Dspectralwave2=14322744,Sinclair/3Dspectralwave=33650589
Sorensen,1,small_group_lt5,0.0,0,1,0.0,0.0,0.0,0,0,324085,324085,324085,324085,324085,324085,1208908,1208908,1208908,1208908,1208908,1208908,0.0006324084497715383,0.0006324084497715383,0.0006324084497715383,0.0006125422157473015,0.0006125422157473015,0.0006125422157473015,square:1,square,1.0,unsymmetric:1,unsymmetric,1.0,integer:1,integer,1.0,partially_pattern_symmetric:1,partially_pattern_symmetric,1.0,no:1,no,1.0,directed weighted graph:1,directed weighted graph,1.0,missing:1,missing,1.0,no:1,no,1.0,no:1,no,1.0,100k_to_1m:1,100k_to_1m,1.0,Sorensen/Linux_call_graph=324085,Sorensen/Linux_call_graph=324085,Sorensen/Linux_call_graph=324085,Sorensen/Linux_call_graph=324085,Sorensen/Linux_call_graph=1208908,Sorensen/Linux_call_graph=1208908,Sorensen/Linux_call_graph=1208908,Sorensen/Linux_call_graph=1208908
Springer,1,small_group_lt5,0.0,0,1,0.0,0.0,0.0,0,0,327062,327062,327062,37830,37830,37830,6019939,6019939,6019939,6019939,6019939,6019939,0.0,0,0.0,0.0,0,0.0,rectangular:1,rectangular,1.0,rectangular:1,rectangular,1.0,real:1,real,1.0,rectangular:1,rectangular,1.0,no:1,no,1.0,least squares problem:1,least squares problem,1.0,false:1,false,1.0,no:1,no,1.0,no:1,no,1.0,100k_to_1m:1,100k_to_1m,1.0,Springer/ESOC=327062,Springer/ESOC=327062,Springer/ESOC=37830,Springer/ESOC=37830,Springer/ESOC=6019939,Springer/ESOC=6019939,Springer/ESOC=6019939,Springer/ESOC=6019939
Stevenson,1,small_group_lt5,0.0,0,1,0.0,0.0,0.0,0,0,2111154,2111154,2111154,801374,801374,801374,4944201,4944201,4944201,4944201,4944201,4944201,0.0,0,0.0,0.0,0,0.0,rectangular:1,rectangular,1.0,rectangular:1,rectangular,1.0,real:1,real,1.0,rectangular:1,rectangular,1.0,no:1,no,1.0,circuit simulation problem:1,circuit simulation problem,1.0,true:1,true,1.0,no:1,no,1.0,no:1,no,1.0,ge_1m:1,ge_1m,1.0,Stevenson/LargeRegFile=2111154,Stevenson/LargeRegFile=2111154,Stevenson/LargeRegFile=801374,Stevenson/LargeRegFile=801374,Stevenson/LargeRegFile=4944201,Stevenson/LargeRegFile=4944201,Stevenson/LargeRegFile=4944201,Stevenson/LargeRegFile=4944201
Sumner,1,small_group_lt5,0.0,0,1,0.0,0.0,0.0,0,0,29493,29493,29493,11822,11822,11822,117954,117954,117954,117954,117954,117954,0.0,0,0.0,0.0,0,0.0,rectangular:1,rectangular,1.0,rectangular:1,rectangular,1.0,real:1,real,1.0,rectangular:1,rectangular,1.0,no:1,no,1.0,computer graphics/vision problem:1,computer graphics/vision problem,1.0,true:1,true,1.0,yes:1,yes,1.0,no:1,no,1.0,10k_to_100k:1,10k_to_100k,1.0,Sumner/graphics=29493,Sumner/graphics=29493,Sumner/graphics=11822,Sumner/graphics=11822,Sumner/graphics=117954,Sumner/graphics=117954,Sumner/graphics=117954,Sumner/graphics=117954
Sybrandt,2,small_group_lt5,0.166667,2,2,0.784156,0.239958,0.239435,1,8046672,30239687,107101882,183964077,30239687,107101882,183964077,6669254694,9128990329,11588725964,6677301366,9133013665,11588725964,1.0,1,1.0,1.0,1,1.0,square:2,square,1.0,symmetric:2,symmetric,1.0,binary:1; real:1,binary,0.5,exact_numerical_or_hermitian:2,exact_numerical_or_hermitian,1.0,no:2,no,1.0,undirected graph:1; undirected weighted graph:1,undirected graph,0.5,missing:2,missing,1.0,no:2,no,1.0,no:2,no,1.0,ge_1m:2,ge_1m,1.0,Sybrandt/MOLIERE_2016=30239687,Sybrandt/AGATHA_2015=183964077,Sybrandt/MOLIERE_2016=30239687,Sybrandt/AGATHA_2015=183964077,Sybrandt/MOLIERE_2016=6669254694,Sybrandt/AGATHA_2015=11588725964,Sybrandt/MOLIERE_2016=6677301366,Sybrandt/AGATHA_2015=11588725964
Szczerba,1,small_group_lt5,0.0,0,1,0.0,0.0,0.0,0,0,20896,20896,20896,20896,20896,20896,191368,191368,191368,191368,191368,191368,0.9897436481194791,0.9897436481194791,0.9897436481194791,0.3299904380293234,0.3299904380293234,0.3299904380293234,square:1,square,1.0,unsymmetric:1,unsymmetric,1.0,real:1,real,1.0,partially_pattern_symmetric:1,partially_pattern_symmetric,1.0,no:1,no,1.0,computational fluid dynamics problem:1,computational fluid dynamics problem,1.0,true:1,true,1.0,yes:1,yes,1.0,no:1,no,1.0,10k_to_100k:1,10k_to_100k,1.0,Szczerba/Ill_Stokes=20896,Szczerba/Ill_Stokes=20896,Szczerba/Ill_Stokes=20896,Szczerba/Ill_Stokes=20896,Szczerba/Ill_Stokes=191368,Szczerba/Ill_Stokes=191368,Szczerba/Ill_Stokes=191368,Szczerba/Ill_Stokes=191368
TAMU_SmartGridCenter,3,small_group_lt5,0.111111,2,1,1.243032,0.922799,0.910319,2,2679,4000,20000,69999,4000,20000,69999,28505,135888,238627,29336,137736,238627,1.0,1,1.0,0.007345439706182412,0.02328109899213033,1.0,square:3,square,1.0,symmetric:1; unsymmetric:2,unsymmetric,0.666667,real:3,real,1.0,exact_numerical_or_hermitian:1; pattern_symmetric_only:2,pattern_symmetric_only,0.666667,no:3,no,1.0,power network problem:3,power network problem,1.0,true:3,true,1.0,no:3,no,1.0,no:3,no,1.0,10k_to_100k:2; 1k_to_10k:1,10k_to_100k,0.666667,TAMU_SmartGridCenter/ACTIVSg2000=4000,TAMU_SmartGridCenter/ACTIVSg70K=69999,TAMU_SmartGridCenter/ACTIVSg2000=4000,TAMU_SmartGridCenter/ACTIVSg70K=69999,TAMU_SmartGridCenter/ACTIVSg2000=28505,TAMU_SmartGridCenter/ACTIVSg70K=238627,TAMU_SmartGridCenter/ACTIVSg2000=29336,TAMU_SmartGridCenter/ACTIVSg70K=238627
